City and Date,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset,Latitude,Longitude,State Name,City Name,Date of Last Change,Missing Days (#),CO (in parts per million),NO2 (in parts per billion),SO2 (in parts per billion),Ozone (in parts per million),AQI,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Los_Angeles2016-01-01,1/1/2016,Los_Angeles,944,1.148611006,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,35.7,0.6,0.037,33,1/1/2016,63.9,43,52.6,63.9,41.6,52.5,18,26.7,0,0,0,,0,0,,5.1,350.1,1019,0,9.8,140.5,12,6,,2016-01-01T06:58:35,2016-01-01T16:54:17,0.72,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-02,1/2/2016,Los_Angeles,936,1.147483815,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.6,44.1,0.7,0.027,42,1/2/2016,64.4,47,54.2,64.4,46,54.1,24.6,34.6,0,0,0,,0,0,,4.3,6.5,1018,0,9.9,126.1,11,5,,2016-01-02T06:58:46,2016-01-02T16:55:02,0.77,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-03,1/3/2016,Los_Angeles,503,-0.079922187,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.4,43.5,1.6,0.037,41,1/3/2016,61.6,43.8,53.1,61.6,43.8,53.1,38.3,57.4,0,0,0,,0,0,,9.7,116.2,1013.9,10.6,9.9,104.1,8.9,5,,2016-01-03T06:58:56,2016-01-03T16:55:49,0.81,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-04,1/4/2016,Los_Angeles,659,0.538056157,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.8,38.2,0.4,0.032,36,1/4/2016,67.2,55.3,59.5,67.2,55.3,59.5,44.7,59.6,0.01,100,4.17,rain,0,0,,6.7,339.1,1008.7,64.8,9.9,85,7.3,4,,2016-01-04T06:59:03,2016-01-04T16:56:37,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-05,1/5/2016,Los_Angeles,818,0.959923848,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.7,38.9,0.1,0.017,36,1/5/2016,57.7,50.3,55.8,57.7,50.3,55.8,51,84.3,0.79,100,33.33,rain,0,0,32.2,9.6,115.3,1010,76.9,7.7,59.2,5.1,2,,2016-01-05T06:59:09,2016-01-05T16:57:25,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-06,1/6/2016,Los_Angeles,386,-0.0258077,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.6,39.3,0,0.023,37,1/6/2016,56.5,45.9,50.3,56.5,45.9,50,46.4,86.5,0.6,100,41.67,rain,0,0,34.4,9.5,112.8,1013.4,72.9,7.9,77.7,6.7,4,,2016-01-06T06:59:13,2016-01-06T16:58:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-07,1/7/2016,Los_Angeles,300,-0.197771776,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,1,0.5,35.9,0,0.03,33,1/7/2016,58.2,46.3,52,58.2,46.3,52,43,72.7,0.36,100,33.33,rain,0,0,18.3,7.4,301.8,1012.3,43.1,9.3,104.3,9,4,,2016-01-07T06:59:15,2016-01-07T16:59:05,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-09,1/9/2016,Los_Angeles,151,-0.60562366,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,31.8,0.4,0.028,29,1/9/2016,59.4,45.3,52.4,59.4,45.3,52.4,41.8,68,0,0,0,,0,0,,5.1,89.2,1022,71.9,9.8,118.9,10.2,6,,2016-01-09T06:59:14,2016-01-09T17:00:49,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-10,1/10/2016,Los_Angeles,235,-0.68798749,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.8,29.6,0.2,0.032,27,1/10/2016,60.5,50.9,55.3,60.5,50.9,55.3,47.7,76.1,0,0,0,,0,0,,6,253.1,1021.5,67.8,9.6,97.6,8.4,4,,2016-01-10T06:59:11,2016-01-10T17:01:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-11,1/11/2016,Los_Angeles,1052,1.394117302,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,42,0.5,0.021,40,1/11/2016,63.1,47.8,55,63.1,47.8,55,42.5,65.2,0,0,0,,0,0,,6.5,227.9,1023.9,0,8.7,106.1,9.1,5,,2016-01-11T06:59:06,2016-01-11T17:02:36,0.01,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-12,1/12/2016,Los_Angeles,427,0.079080921,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,1,1.3,45.8,0.9,0.027,42,1/12/2016,68.1,44.7,54.6,68.1,44.7,54.6,32.8,47.2,0,0,0,,0,0,,7.8,311.9,1022.1,0,9.9,162.1,14.1,6,,2016-01-12T06:58:59,2016-01-12T17:03:30,0.04,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-14,1/14/2016,Los_Angeles,493,0.214850664,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,34,0.4,0.023,32,1/14/2016,63.1,49.6,56,63.1,49.6,56,48.1,75.7,0,0,0,,0,0,16.1,5.6,200.3,1018.8,19.1,8.7,121.9,10.4,5,,2016-01-14T06:58:39,2016-01-14T17:05:21,0.12,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-15,1/15/2016,Los_Angeles,458,0.043053885,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.9,30.8,0.3,0.018,28,1/15/2016,63.9,50.9,56.7,63.9,50.9,56.7,49.6,77.7,0,0,0,,0,0,,5.4,73.5,1018.2,69.2,8.4,84,7.2,4,,2016-01-15T06:58:26,2016-01-15T17:06:18,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-16,1/16/2016,Los_Angeles,498,0.147962736,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,31.5,0.1,0.03,29,1/16/2016,65.4,53.4,58.5,65.4,53.4,58.5,50.9,76.4,0,0,0,,0,0,,6.5,228.3,1020.8,37.5,8.8,117.3,10.1,5,,2016-01-16T06:58:12,2016-01-16T17:07:14,0.22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-17,1/17/2016,Los_Angeles,491,-0.136032871,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,32.6,0.2,0.035,30,1/17/2016,66.9,49.2,57.4,66.9,49.2,57.4,50.6,79.5,0,0,0,,0,0,,6.5,261.9,1020.9,4.9,5.7,134,11.4,6,,2016-01-17T06:57:55,2016-01-17T17:08:12,0.28,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-18,1/18/2016,Los_Angeles,310,-0.264787664,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,4,0.9,28.9,0.1,0.019,26,1/18/2016,62,54.3,57.8,62,54.3,57.8,53.2,85.2,0,0,0,,0,0,,5.8,341.7,1021.6,86.5,6.8,105.9,9.1,4,,2016-01-18T06:57:37,2016-01-18T17:09:09,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-23,1/23/2016,Los_Angeles,490,0.115079467,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,40,0.6,0.02,38,1/23/2016,63,53.6,57.7,63,53.6,57.7,48.7,72.8,0,0,0,,0,0,21.9,8.1,254.8,1016.4,33.5,8.8,55.7,4.7,2,,2016-01-23T06:55:39,2016-01-23T17:14:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-24,1/24/2016,Los_Angeles,700,0.311845197,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.8,31.3,0.1,0.037,29,1/24/2016,64.5,48,56.8,64.5,48,56.8,41.9,58.4,0,0,0,,0,0,,10.3,333.5,1017.7,1.3,9.9,169.9,14.6,6,,2016-01-24T06:55:10,2016-01-24T17:15:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-25,1/25/2016,Los_Angeles,526,0.198650859,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,46.3,0.5,0.027,43,1/25/2016,70.8,50.1,59,70.8,50.1,59,37.9,47.4,0,0,0,,0,0,16.1,6,281.2,1018.5,0,9.9,170.6,14.7,6,,2016-01-25T06:54:40,2016-01-25T17:16:02,0.52,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-26,1/26/2016,Los_Angeles,504,0.219424779,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.4,49,1,0.028,46,1/26/2016,71.2,47.3,58.7,71.2,47.3,58.7,33.3,40.8,0,0,0,,0,0,,9.7,251.8,1022.4,0,9.9,180.3,15.5,7,,2016-01-26T06:54:08,2016-01-26T17:17:01,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-27,1/27/2016,Los_Angeles,872,1.005848168,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.5,47.9,0.7,0.017,44,1/27/2016,72,52.2,60.1,72,52.2,60.1,24.8,27.4,0,0,0,,0,0,,3.8,2.1,1023.4,0,9.9,83.3,7.2,4,,2016-01-27T06:53:34,2016-01-27T17:18:01,0.56,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-28,1/28/2016,Los_Angeles,756,0.76743015,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,48.7,0.8,0.018,45,1/28/2016,72.9,50.3,60,72.9,50.3,60,32.5,38.4,0,0,0,,0,0,,7.8,305.1,1020.5,0,9.9,177.4,15.2,7,,2016-01-28T06:52:58,2016-01-28T17:19:00,0.6,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-29,1/29/2016,Los_Angeles,725,0.604597806,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.7,55.6,2,0.015,52,1/29/2016,70.4,50.9,60.1,70.4,50.9,60.1,47.2,63.5,0,0,0,,0,0,,6.7,149.3,1017,3.9,9.6,156.6,13.4,6,,2016-01-29T06:52:21,2016-01-29T17:20:00,0.63,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-01-30,1/30/2016,Los_Angeles,554,0.242233907,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.9,33.5,0.2,0.026,31,1/30/2016,65.2,54.9,59.2,65.2,54.9,59.2,52.8,79.8,0,0,0,,0,0,,5,157.3,1015.6,76.6,9,155.6,13.2,6,,2016-01-30T06:51:42,2016-01-30T17:21:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-01-31,1/31/2016,Los_Angeles,540,-0.057117471,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,19.8,0.2,0.036,18,1/31/2016,58.1,49.5,54.7,58.1,46,54.3,46.6,75.6,0.4,100,33.33,rain,0,0,34.5,15.1,244.4,1008.8,71.3,8.4,90.5,7.8,3,,2016-01-31T06:51:01,2016-01-31T17:21:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-01,2/1/2016,Los_Angeles,625,0.403570287,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.3,16.7,0,0.037,15,2/1/2016,57,44.8,50.8,57,42.7,49.4,24.3,36.6,0,0,0,,0,0,34.5,14.5,324,1015.8,9.6,9.9,175.8,15.3,7,,2016-02-01T06:50:19,2016-02-01T17:22:59,0.77,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-02,2/2/2016,Los_Angeles,449,0.083328758,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,45.1,0.9,0.028,42,2/2/2016,59.8,41.1,51.3,59.8,40.8,51,27.7,41,0,0,0,,0,0,,7.4,267.8,1022.1,2.1,9.9,184.5,15.9,7,,2016-02-02T06:49:36,2016-02-02T17:23:58,0.82,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-03,2/3/2016,Los_Angeles,410,-0.031721121,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,42,0.3,0.031,40,2/3/2016,64.3,44.3,53.6,64.3,43.9,53.5,33.6,49.3,0,0,0,,0,0,,5.8,283.5,1026,0,9.8,185.7,15.9,7,,2016-02-03T06:48:51,2016-02-03T17:24:57,0.87,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-04,2/4/2016,Los_Angeles,607,0.423366365,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.9,45.6,0.4,0.026,42,2/4/2016,68.5,46,56.2,68.5,46,56.2,29.2,37.6,0,0,0,,0,0,,6,297.7,1025.4,0,9.9,188.2,16.2,7,,2016-02-04T06:48:04,2016-02-04T17:25:57,0.91,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-05,2/5/2016,Los_Angeles,526,0.149904394,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.5,48.9,1.1,0.03,45,2/5/2016,75.9,46.3,60.6,75.9,46.3,60.6,27,31.3,0,0,0,,0,0,,4.9,351.3,1025,0,9.9,192.3,16.5,7,,2016-02-05T06:47:16,2016-02-05T17:26:55,0.95,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-06,2/6/2016,Los_Angeles,656,0.454495051,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,49.6,0.5,0.037,46,2/6/2016,77.1,49.1,62.4,77.1,49.1,62.4,26.1,27,0,0,0,,0,0,,5.2,266.3,1022.9,0,9.7,194.2,16.9,7,,2016-02-06T06:46:27,2016-02-06T17:27:54,0.98,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-07,2/7/2016,Los_Angeles,575,0.006888462,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,48.7,0.6,0.045,45,2/7/2016,82.7,50.7,66.1,80.1,50.7,65.7,25.7,24.4,0,0,0,,0,0,16.1,6.9,332.4,1019.6,0,9.9,196,16.9,7,,2016-02-07T06:45:36,2016-02-07T17:28:53,1,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-08,2/8/2016,Los_Angeles,600,0.334824865,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.9,57.4,1.5,0.033,54,2/8/2016,87.4,55.1,70.4,83.8,55.1,69.5,29.5,25.2,0,0,0,,0,0,,7.2,12.2,1019.2,0,9.8,198,17,7,,2016-02-08T06:44:44,2016-02-08T17:29:51,1,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-09,2/9/2016,Los_Angeles,958,1.19768883,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,53.8,1,0.03,50,2/9/2016,88.1,56.9,71,84.3,56.9,70.1,30.2,24.5,0,0,0,,0,0,,3,321,1019.2,0,9.8,201.3,17.2,7,,2016-02-09T06:43:50,2016-02-09T17:30:49,0.01,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-10,2/10/2016,Los_Angeles,581,0.3340473,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.6,56.1,0.9,0.032,53,2/10/2016,87.1,60.3,70.2,83.5,60.3,69.5,32.5,26.7,0,0,0,,0,0,,6.3,326.8,1019.1,0,9.9,200.5,17,7,,2016-02-10T06:42:55,2016-02-10T17:31:46,0.02,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-11,2/11/2016,Los_Angeles,544,0.270958775,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.5,61,0.8,0.034,58,2/11/2016,86.1,59.6,69.4,82.7,59.6,68.9,34,29.2,0,0,0,,0,0,,5.6,355.5,1018.4,0,9.7,203.3,17.6,7,,2016-02-11T06:41:59,2016-02-11T17:32:44,0.06,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-12,2/12/2016,Los_Angeles,467,0.006548626,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.4,61.7,0.7,0.044,58,2/12/2016,83.4,55,66.6,80.7,55,66.3,40.4,42.2,0,0,0,,0,0,,7.5,250.2,1018.1,0.9,9.8,199.7,17.2,7,,2016-02-12T06:41:02,2016-02-12T17:33:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-13,2/13/2016,Los_Angeles,432,-0.054219149,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.5,62.4,1.4,0.051,60,2/13/2016,73.2,51.5,60.6,73.2,51.5,60.6,48.4,66.6,0,0,0,,0,0,28.9,5.9,223.2,1017.8,7.5,6.6,184.6,15.9,7,,2016-02-13T06:40:03,2016-02-13T17:34:38,0.14,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-14,2/14/2016,Los_Angeles,916,0.749978174,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.5,61.5,0.5,0.053,58,2/14/2016,78.3,48.6,63.4,78.3,48.6,63.4,45.6,56.5,0,0,0,,0,0,23,4.9,261.6,1016,3.8,6.3,204.1,17.8,7,,2016-02-14T06:39:03,2016-02-14T17:35:34,0.2,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-15,2/15/2016,Los_Angeles,720,0.588529897,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.3,52.7,1.1,0.04,49,2/15/2016,88.1,56.5,71.3,84.3,56.5,70.3,41.9,38.7,0,0,0,,0,0,,6,251.3,1013.7,0.4,9.9,208.6,18.1,7,,2016-02-15T06:38:02,2016-02-15T17:36:30,0.26,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-16,2/16/2016,Los_Angeles,589,0.3683214,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.1,50.2,0.6,0.048,47,2/16/2016,88.6,58.9,71.7,84.8,58.9,70.8,37.7,32.8,0,0,0,,0,0,,9.9,260.9,1011.5,0,9.9,213.6,18.3,8,,2016-02-16T06:37:00,2016-02-16T17:37:26,0.32,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-17,2/17/2016,Los_Angeles,302,-0.295736454,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,51.9,0.9,0.032,48,2/17/2016,73.6,55.6,62.3,73.6,55.6,62.3,46.8,59.9,0.56,100,33.33,rain,0,0,20.8,14.4,121.7,1010.8,42.5,8.7,204.8,17.7,8,,2016-02-17T06:35:57,2016-02-17T17:38:21,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-18,2/18/2016,Los_Angeles,469,0.093264706,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,0.9,39.7,0.1,0.033,37,2/18/2016,65.9,56.3,60.1,65.9,56.3,60.1,50.4,71.6,0.17,100,16.67,rain,0,0,19.7,8.1,142.4,1014.5,51.4,9.2,191.8,16.2,7,,2016-02-18T06:34:52,2016-02-18T17:39:16,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-19,2/19/2016,Los_Angeles,433,-0.080142448,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,36,0.5,0.033,34,2/19/2016,67.1,50.9,58.7,67.1,50.9,58.7,48.1,69.6,0,0,0,,0,0,,5.6,254.4,1018.1,0,9.8,212,18.2,8,,2016-02-19T06:33:47,2016-02-19T17:40:11,0.45,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-20,2/20/2016,Los_Angeles,540,0.173859358,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.1,34.7,0.5,0.04,32,2/20/2016,70.2,49.7,59.4,70.2,49.7,59.4,47,66,0,0,0,,0,0,,6.9,251.4,1018.2,0,9.8,215.7,18.7,8,,2016-02-20T06:32:41,2016-02-20T17:41:06,0.47,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-21,2/21/2016,Los_Angeles,662,0.176339313,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,36,0.4,0.045,34,2/21/2016,70.8,49.5,60,70.8,49.5,60,47.6,65.6,0,0,0,,0,0,,6.5,207.7,1017.8,0,9.9,221.7,19,8,,2016-02-21T06:31:33,2016-02-21T17:42:00,0.49,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-22,2/22/2016,Los_Angeles,547,0.194497629,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,59.2,0.8,0.037,56,2/22/2016,78,51.1,65.1,78,51.1,65.1,41.7,47.7,0,0,0,,0,0,30.3,9,329.7,1014.2,3.1,9.1,226.6,19.5,8,,2016-02-22T06:30:25,2016-02-22T17:42:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-23,2/23/2016,Los_Angeles,881,1.004576725,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,64.7,0.9,0.038,62,2/23/2016,81.5,55.1,68.6,79.3,55.1,68.2,30.9,26.4,0,0,0,,0,0,,6.7,297.4,1014.6,0,9.9,201.2,17.3,7,,2016-02-23T06:29:16,2016-02-23T17:43:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-24,2/24/2016,Los_Angeles,526,0.190048729,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1,54.5,0.4,0.044,51,2/24/2016,81,56.9,68.1,78.9,56.9,67.8,27.4,23.3,0,0,0,,0,0,,5.6,344.9,1017.7,0,9.9,231.1,19.9,8,,2016-02-24T06:28:06,2016-02-24T17:44:40,0.52,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-25,2/25/2016,Los_Angeles,541,0.242497715,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.1,53.9,0.4,0.047,50,2/25/2016,80.7,56.2,67,78.7,56.2,66.9,33.9,31.9,0,0,0,,0,0,,8.3,309.2,1017.1,0,9.9,229,19.8,8,,2016-02-25T06:26:55,2016-02-25T17:45:32,0.53,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-26,2/26/2016,Los_Angeles,595,0.268653292,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.4,56.2,0.9,0.04,53,2/26/2016,77.5,54,64.2,77.5,54,64.2,44.4,51.6,0,0,0,,0,0,,8.1,253.2,1017.8,0,9.5,209.4,18,8,,2016-02-26T06:25:43,2016-02-26T17:46:24,0.56,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-27,2/27/2016,Los_Angeles,626,0.354457141,1,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.2,41.4,1.1,0.048,39,2/27/2016,72.1,53.9,62,72.1,53.9,62,52.6,72.6,0,0,0,,0,0,17.2,6.5,177.2,1016.1,5.2,8.1,226.9,19.6,8,,2016-02-27T06:24:30,2016-02-27T17:47:16,0.6,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
Los_Angeles2016-02-28,2/28/2016,Los_Angeles,617,0.06689933,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.1,37.3,0.2,0.053,35,2/28/2016,74.1,55.4,62.6,74.1,55.4,62.6,54.7,77,0,0,0,,0,0,,4.5,167.6,1015.5,17.4,6.3,212.7,18.2,8,,2016-02-28T06:23:17,2016-02-28T17:48:08,0.64,Clear,Clear conditions throughout the day.,clear-day,"KHHR,KBUR,72295603167,72288023152,72287493134"
Los_Angeles2016-02-29,2/29/2016,Los_Angeles,351,-0.249286238,0,34.06659,-118.22688,California,Los Angeles,11/8/2021,0,1.4,49,0.3,0.044,46,2/29/2016,73.1,57.2,62.7,73.1,57.2,62.7,54.9,77.6,0,0,0,,0,0,,5.2,174.2,1016.1,27.6,4.9,231.4,20.1,8,,2016-02-29T06:22:03,2016-02-29T17:48:59,0.68,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KCQT,72295603167,72288023152,72287493134"
